record_id,province,tourism_city,destination_type,season,weather_condition,tourism_event_type,transport_mode_priority,tourist_arrivals,domestic_tourists,international_tourists,average_stay_days,repeat_visit_rate,hotel_occupancy_rate,available_hotel_rooms,homestay_availability_index,high_speed_rail_access_score,metro_access_score,tourist_bus_capacity,airport_connectivity_score,traffic_congestion_index,public_facility_usage_rate,smart_tourism_service_score,public_toilet_availability_score,tourist_information_center_score,public_safety_score,tourist_satisfaction_score,social_media_sentiment_score,online_search_trend_index,online_review_volume,e_ticket_booking_rate,regional_income_index,tourism_revenue_yuan,local_business_revenue_yuan,employment_support_index,tourism_gdp_contribution_rate,infrastructure_availability_score,transport_service_score,accommodation_capacity_score,promotion_investment_score,heritage_site_capacity_score,operational_cost_yuan,resource_utilization_rate,decision_response_time_min,crowd_risk_index,environmental_pressure_index,economic_impact_score,tourism_demand_score,resource_pressure_score,demand_category,resource_allocation_decision,public_management_action
53,Shanghai,Qingdao,Mountain_Scenic_Area,Summer,Clear,Cultural_Heritage_Exhibition,Metro_Service,119327,87944,31383,6.34,64.74,92.49,10826,26.16,82.46,87.73,4828,46.58,10.4,27.57,34.87,62.27,33.14,95.9,2.9,0.753,81.52,40408,14.21,93.62,5534571.66,4225336.07,26.09,22.86,74.15,41.02,84.26,43.27,98.34,8771658.83,33.24,55.22,7.51,83.81,40.32,79.68,45.75,Very_High,Promotion_Focused,Increase_Promotion_Investment
54,Sichuan,Hangzhou,Ethnic_Cultural_Tourism_Area,Winter,Humid,Cultural_Heritage_Exhibition,High_Speed_Rail,106482,78602,27880,6.58,24.94,95.16,2471,24.58,61.47,64.27,15610,23.26,52.41,96.44,21.83,31.38,65.28,76.57,3.49,0.465,73.08,94,31.29,55.8,1499766.32,7576944.55,27.31,17.47,41.94,35.74,73.78,68.36,87.05,5438421.49,64.47,144.28,12.52,66.83,38.36,68.94,66.3,High,Public_Facility_Focused,Balanced_Public_Management
55,Shandong,Guiyang,Rural_Tourism_Village,National_Day_Golden_Week,Hot,Coastal_Leisure_Event,Ferry_Service,4925,4575,350,7.37,15.15,42.04,2111,50.57,96.63,49.64,2209,31.48,90.14,50.01,34.05,20.47,22.46,97.27,3.56,0.389,19.87,43445,43.01,96.99,10861389.64,137001.75,89.78,26.2,96.41,67.3,95.94,75.69,91.72,7992685.39,93.87,124.96,63.58,44.83,58.65,24.49,54.1,Low,Low_Demand_Maintenance,Maintain_Current_Resources
56,Zhejiang,Shanghai,Historical_Cultural_City,Chinese_New_Year,Pleasant,No_Major_Event,Ferry_Service,105824,94697,11127,6.4,9.08,89.67,10026,42.33,82.73,75.42,20783,59.29,20.85,81.29,98.29,86.8,62.73,30.14,3.83,0.19,87.34,45809,45.39,78.18,14772175.45,511406.2,57.36,25.03,26.86,53.52,28.3,15.24,24.91,8794110.64,38.24,113.61,22.89,71.05,60.24,65.26,58.49,High,Risk_Control_Allocation,Control_Crowd_Risk
57,Chongqing,Shenzhen,Ethnic_Cultural_Tourism_Area,National_Day_Golden_Week,Hot,Cultural_Heritage_Exhibition,Tourist_Bus,84847,80904,3943,2.68,59.4,92.04,5115,91.61,30.76,25.47,48528,98.2,42.82,75.24,65.02,72.03,92.94,37.11,2.93,0.205,27.87,40424,47.57,94.09,11178444.39,372606.81,24.95,33.4,90.3,38.28,79.25,64.44,89.86,10475497.02,37.15,162.85,21.59,86.88,46.72,55.44,61.99,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
58,Henan,Xiamen,Urban_Commercial_Tourism_Hub,National_Day_Golden_Week,Snowy,Lantern_Festival,Airport_Shuttle,115761,85197,30564,7.78,28.39,46.57,11424,23.13,74.83,70.57,33833,44.91,44.09,31.43,34.96,46.69,46.29,91.1,3.84,0.504,6.01,15250,67.84,96.65,5060699.79,6485253.41,96.53,2.05,48.44,65.27,69.17,39.69,84.44,11810866.7,64.73,67.52,65.62,21.01,54.78,56.41,48.78,Moderate,Infrastructure_Focused,Increase_Public_Facilities
59,Shanghai,Shanghai,Rural_Tourism_Village,Chinese_New_Year,Cold,Temple_Fair,High_Speed_Rail,44141,39109,5032,2.87,36.06,80.28,7389,85.55,60.4,38.5,21397,75.46,57.07,52.48,81.75,72.12,59.06,30.39,3.58,0.801,94.39,21776,33.36,68.22,14786335.88,176138.26,59.62,26.45,33.45,38.73,64.19,84.07,51.77,2473387.66,79.08,136.24,59.53,8.14,60.48,61.23,52.92,High,Risk_Control_Allocation,Control_Crowd_Risk
60,Shandong,Kunming,Ethnic_Cultural_Tourism_Area,Spring,Snowy,Cultural_Heritage_Exhibition,Shared_Bicycle,86662,73488,13174,6.09,29.39,79.33,9483,60.9,69.38,29.68,1016,51.91,61.92,47.85,24.67,33.29,79.32,44.67,3.86,0.882,30.91,47284,90.16,128.86,8875942.72,4202003.07,49.31,18.04,56.48,40.45,32.16,27.9,88.86,9114750.69,66.61,172.74,13.2,34.4,51.93,68.13,50.22,High,Risk_Control_Allocation,Control_Crowd_Risk
61,Zhejiang,Beijing,Ethnic_Cultural_Tourism_Area,Autumn,Snowy,Coastal_Leisure_Event,Tourist_Bus,60122,52510,7612,4.71,59.7,79.07,10775,83.51,43.05,24.67,1546,46.97,58.41,92.77,31.67,98.01,66.72,95.39,4.25,0.708,53.66,13437,56.52,69.45,12944754.37,3539400.64,99.25,2.2,75.24,58.4,67.81,46.88,49.91,2043523.32,72.81,82.6,22.95,62.99,65.73,61.02,61.63,High,Infrastructure_Focused,Increase_Public_Facilities
62,Hubei,Suzhou,Historical_Cultural_City,Dragon_Boat_Festival,Humid,Food_Tourism_Festival,Private_Car,6730,5674,1056,1.86,55.45,71.65,4857,32.17,60.02,95.24,57378,64.7,83.06,82.93,80.82,74.91,29.59,80.61,2.39,0.762,7.69,125,66.03,51.43,7926571.54,520464.67,36.32,32.87,59.93,72.99,71.73,86.65,75.73,10989662.66,63.94,108.41,62.48,11.42,42.17,40.56,60.52,Low,Public_Facility_Focused,Balanced_Public_Management
63,Tibet,Qingdao,Rural_Tourism_Village,Winter,Pleasant,Lantern_Festival,Airport_Shuttle,5401,4764,637,7.49,59.09,50.24,3231,91.99,49.67,63.49,60772,92.54,83.92,77.78,34.48,77.57,37.3,62.46,3.52,0.269,26.19,17496,42.76,66.12,80596.06,7593656.34,33.71,17.52,89.52,42.54,81.72,79.81,65.55,11115209.59,61.87,146.22,67.43,39.01,36.72,28.43,60,Low,Transport_Focused,Improve_Transport_Service
64,Guangxi,Xiamen,Urban_Commercial_Tourism_Hub,Chinese_New_Year,Clear,Cultural_Heritage_Exhibition,Metro_Service,80719,75689,5030,5.12,32.5,41.88,633,47.96,58.25,76,7994,48.28,24.84,56.38,36.15,38.71,88.72,69.82,4.57,0.482,89.79,47286,15.03,72.09,9735361.25,997141.34,38.99,15.22,71.69,42.99,63.36,42.49,65.41,7340818.78,96.25,115.27,53.16,23.57,41.32,54.86,43.97,Moderate,Promotion_Focused,Increase_Promotion_Investment
65,Hainan,Luoyang,Mountain_Scenic_Area,Dragon_Boat_Festival,Humid,Cultural_Heritage_Exhibition,Ferry_Service,22753,19590,3163,1.64,20.36,50.73,10975,98.23,32.79,81.9,61009,42.24,15.23,42.46,42.05,30.86,58.15,78.03,2.27,0.381,65.98,21640,49.34,78.19,12608089.85,5569368.78,26.24,7.57,73.68,35.11,57.69,24.49,63.72,11980225.02,50.89,41.6,49.24,53.53,54.48,38.8,38.84,Low,Low_Demand_Maintenance,Maintain_Current_Resources
66,Hubei,Beijing,Historical_Cultural_City,Summer,Pleasant,Food_Tourism_Festival,Private_Car,52740,49319,3421,3.68,42.32,93.52,11343,81.2,34.65,35.03,46992,85.17,48.74,89.72,38.89,25.32,95.97,83.83,4.96,0.233,10.26,42774,81.63,119.02,4767964.49,7103449.15,48.03,13.68,55.53,64.33,95.96,16.17,31.18,8011441.66,83.52,28.44,24.42,22.35,48.34,47.4,56.49,Moderate,Public_Facility_Focused,Balanced_Public_Management
67,Hainan,Shanghai,Pilgrimage_Tourism_Area,Winter,Humid,Lantern_Festival,Private_Car,56572,51351,5221,6.35,20.04,49.44,11455,87.83,59.38,25.49,23740,85.02,46.72,55.01,99.38,44.43,29.15,36.57,2.59,0.433,15.18,42603,39.48,112.46,4130098.76,7810816.17,53.73,10.8,35.46,58.88,30.86,99.88,99.36,2804828.49,86.06,113.49,53.19,68.9,49.09,38.82,52.87,Low,Risk_Control_Allocation,Control_Crowd_Risk
68,Tibet,Guangzhou,Urban_Commercial_Tourism_Hub,Spring,Cold,Mountain_Adventure_Event,Shared_Bicycle,24720,22929,1791,5.33,26.54,62.63,1655,22.71,43.17,86.88,6578,29.3,39.55,52.21,47.98,27.81,26.64,42.93,3.84,0.193,49.16,42452,25.81,45.67,1246306.64,6643726.33,37.78,16.19,58.45,41.44,25.48,78.45,94.5,7264219.12,80.3,10.05,80.55,78.52,37.28,33.5,57.22,Low,Risk_Control_Allocation,Control_Crowd_Risk
69,Hunan,Sanya,Urban_Commercial_Tourism_Hub,Winter,Cloudy,Food_Tourism_Festival,Shared_Bicycle,2220,1949,271,2.56,61.87,63.22,3798,20.66,45.4,41.22,61506,94.9,85.16,70.29,29.11,99.67,73.58,65.54,2.23,0.974,83.51,34526,80.13,80.51,4979890.02,2181192.16,64.67,25.27,89.92,75.33,59.72,12.47,24.06,3013025.88,35.53,10.26,92.06,27.85,43.95,55.79,64.41,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
70,Chongqing,Hangzhou,Ethnic_Cultural_Tourism_Area,Chinese_New_Year,Snowy,Cultural_Heritage_Exhibition,Ferry_Service,52799,44586,8213,4.99,57.65,94.16,9215,34.97,73.46,25.02,53204,97.14,69.64,69.19,81.22,99.14,64.42,61.86,4.92,0.168,81.86,38256,81.18,47.63,10365770.16,590880.25,60.08,20.87,63.68,80.47,46.59,72.53,56.65,6596151.3,69.31,22.85,55.62,49.98,49.2,59,66.24,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
71,Guangxi,Xiamen,Coastal_Tourism_Zone,Labour_Day_Holiday,Pleasant,Coastal_Leisure_Event,Shared_Bicycle,78134,57560,20574,3.16,32.92,42.36,2280,76.01,25.98,61.53,38641,39.56,78.75,34.01,80.94,23.5,55.93,35.78,3.08,0.696,46.9,47518,65.89,107.14,7478236.89,1142979.55,91.53,22.8,32.91,61.24,25.42,52.73,54.86,4319789.45,42.21,94.37,59.48,38.87,52.63,56.41,53.25,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
72,Hunan,Xiamen,Coastal_Tourism_Zone,Spring,Cold,Lantern_Festival,Private_Car,75167,69181,5986,4.69,26.28,65.63,1209,68.86,59.44,60.66,51549,37.6,64.5,28.88,77.82,51.08,28.54,70.42,3.59,0.299,70,20746,23.09,118.63,5668641.01,6048750.88,20.39,14.49,74.46,49.34,31.64,89.89,84.59,220730.65,92.45,74.17,69.74,42.61,40.92,51.6,55.81,Moderate,Balanced_Allocation,Balanced_Public_Management
73,Fujian,Xi_an,Rural_Tourism_Village,National_Day_Golden_Week,Rainy,Temple_Fair,Tourist_Bus,69379,53982,15397,3.23,40.99,86.81,9947,83.42,67.96,77.49,11991,98.83,11.08,81.57,65.57,58.83,98.6,53.3,3.82,0.63,32.11,7853,75.82,102.99,7034694.27,2904175.26,79.96,34.66,83.25,29.33,29.47,47.14,34.61,10925322.4,65.65,81.64,47.12,92.76,58.34,60.31,60.49,High,Accommodation_Focused,Expand_Accommodation_Capacity
74,Guangxi,Chongqing,Mountain_Scenic_Area,Summer,Clear,Business_Expo,High_Speed_Rail,37001,26966,10035,4.47,51.49,38.95,10897,83.96,51,40.96,4382,80.12,32.22,39.18,24.24,31.51,97.29,32.49,4.41,0.615,6.64,1621,83.66,98.69,13836181.27,8474008.71,34.89,15.55,84.97,89.8,31.99,58.18,75.89,4538025.97,92.59,164.45,45.55,13.54,70.77,40.88,35.11,Low,Risk_Control_Allocation,Control_Crowd_Risk
75,Hunan,Beijing,Ethnic_Cultural_Tourism_Area,Summer,Snowy,Coastal_Leisure_Event,Private_Car,11295,9539,1756,6.9,19.07,82.72,8442,86.09,64.81,98.68,857,81.4,48.78,48.29,88.51,34.83,94.51,39.78,3.62,0.654,83.71,39674,83.92,112.12,2778304.79,2159611.27,86.52,20.41,80.24,70.48,73.54,12.68,82.03,6574102.79,75.48,99.97,78.17,14.12,42.28,52.8,52.57,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
76,Beijing,Guangzhou,Coastal_Tourism_Zone,Chinese_New_Year,Rainy,Mountain_Adventure_Event,High_Speed_Rail,82868,72244,10624,2.48,59.69,41.02,7789,99.54,87.14,39.33,368,29.61,16.68,87.28,42.29,95.52,37.53,93.09,2.74,0.553,24.49,30574,83.88,92.53,8668558.67,6330461.4,73.22,15.15,65.11,39.05,75.6,84.82,44.46,10886975.15,97.75,88.41,30.19,36.61,62.18,55.14,45.51,Moderate,Infrastructure_Focused,Increase_Public_Facilities
77,Yunnan,Hangzhou,Historical_Cultural_City,Spring,Cloudy,No_Major_Event,Private_Car,74910,65833,9077,1.01,18.69,63.95,4702,71.53,58.17,76.74,8159,59.04,71.11,78.98,29.92,84.8,22.38,44.97,4.92,0.523,53.97,7384,32.4,121.13,5949759.72,7893029.65,88.74,15.9,69.15,69.82,29.13,99.88,21.37,1537171.4,80.33,170.4,10.1,48.39,64.35,53.02,55.6,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
78,Fujian,Urumqi,Rural_Tourism_Village,Summer,Rainy,Temple_Fair,Tourist_Bus,65427,57623,7804,2.08,42.78,45.11,4330,60.44,61.44,79.13,11779,74.18,22.17,32.71,98.81,63.83,28.93,41.8,4.27,0.249,35,35715,61.31,63.93,13444351.93,7183726.74,25.26,30.48,42.27,79.15,31.18,21.77,61.47,7297374.88,82.36,90.6,75.55,64.65,69.83,44.11,47.42,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
79,Beijing,Kunming,Mountain_Scenic_Area,Dragon_Boat_Festival,Pleasant,Dragon_Boat_Event,High_Speed_Rail,12679,11118,1561,6.89,39.34,59.95,1739,50.15,89.42,78.44,43136,98.75,48.21,80.18,60.85,82.34,86.11,46.76,3.68,0.884,85.92,11038,20.73,95.32,3374312.92,8019082.58,26.84,16.02,56.05,56.75,99.57,88.33,77.01,7722460.33,38.12,75.21,45.1,92.79,43.27,48.84,57.68,Moderate,Public_Facility_Focused,Balanced_Public_Management
80,Henan,Urumqi,Ethnic_Cultural_Tourism_Area,Spring,Humid,No_Major_Event,Metro_Service,33635,30741,2894,3.91,26.75,37.39,9281,97.35,59.35,45.17,13608,98.72,88.92,67.62,89.63,87.87,28.07,94.92,3.08,0.906,53.34,21338,89.42,80.15,11743020.33,2107777.31,24.22,5.55,79.83,39.15,69.17,61.12,95.25,1458920.46,75.89,11.36,66.22,72.65,41.53,51.06,62.8,Moderate,Transport_Focused,Improve_Transport_Service
81,Hainan,Sanya,Eco_Tourism_Zone,Winter,Hot,Food_Tourism_Festival,Airport_Shuttle,63677,57605,6072,6.18,40,88.9,1553,72.02,95.76,73.14,41507,42.77,11.43,60.77,54.85,65.46,57.75,96.25,2.49,0.601,80.26,39351,72.5,103.21,8454417.54,1024765.1,31.03,13.38,49.72,69.45,32.43,94.13,97.9,6679012.17,55.14,170.22,55.55,70.2,35.68,66.03,55.28,High,Accommodation_Focused,Expand_Accommodation_Capacity
82,Shaanxi,Suzhou,Historical_Cultural_City,Labour_Day_Holiday,Clear,Business_Expo,Private_Car,81898,74943,6955,1.22,58.16,43.56,406,76.77,92.54,22,17301,89.4,45.74,46.24,24.73,75.17,42.54,84.07,4.32,0.575,40.75,35151,91.53,73.95,9356586.85,8244693.34,70.23,26.22,33.41,62.84,55.36,99.62,91.22,7979732.53,63.73,30.84,11.73,15.03,72.78,58.99,37.21,Moderate,Infrastructure_Focused,Increase_Public_Facilities
83,Guizhou,Urumqi,Coastal_Tourism_Zone,Autumn,Pleasant,Mountain_Adventure_Event,Private_Car,62764,52123,10641,2.02,26.84,47,10994,78.65,27.78,88.37,7756,35.15,91.19,83.25,32.44,42.68,20.31,50.32,2.48,0.455,44.07,10745,51.81,81.38,14981123.6,6855409.3,22.94,27.7,39.85,31.5,68.27,32.15,55.63,4456394.92,36.6,87.56,97.91,47.19,70.82,46.72,73.82,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
84,Xinjiang,Kunming,Coastal_Tourism_Zone,Autumn,Clear,Dragon_Boat_Event,Tourist_Bus,107492,79014,28478,4.98,58.46,64.33,2909,42.65,38.63,87.81,11295,24.65,86.9,46.65,48.41,43.9,23.74,93.3,4.42,0.205,82.28,42906,23.68,108.65,13430240.24,2412606.27,92.53,28.3,94.2,85.12,36.81,12.84,76.44,8195559.03,97.81,144.44,92.85,10.06,72.49,62.35,67.02,High,Risk_Control_Allocation,Control_Crowd_Risk
85,Hainan,Chengdu,Coastal_Tourism_Zone,Autumn,Pleasant,Mountain_Adventure_Event,Ferry_Service,12249,10699,1550,6.04,11.57,36.25,5959,77.73,62.14,15.39,9877,76.5,23.06,68.36,29.43,87.71,83.64,76.53,4.47,0.942,54.57,34049,40.09,53.04,14252008.43,8715564.64,23.43,29.89,58.45,97.41,74.74,79.88,59.55,8593549.65,79.21,172.29,29.99,21.79,75.28,40.21,34.44,Low,Low_Demand_Maintenance,Maintain_Current_Resources
86,Guangdong,Chengdu,Coastal_Tourism_Zone,Summer,Humid,Dragon_Boat_Event,Airport_Shuttle,28402,21882,6520,6.52,38.42,93.95,8256,38.45,35.04,69.42,20323,76.72,20.77,56.46,49.07,81.6,78.58,38.87,4.61,0.605,83.95,34382,74.25,50.85,14644165.16,5468920.19,65.74,25.35,90.71,36.19,78.44,39.4,70.4,5387166.12,58.32,57.03,70.68,9.29,75.94,58.83,49.97,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
87,Guangdong,Guilin,Urban_Commercial_Tourism_Hub,Chinese_New_Year,Cold,Business_Expo,Ferry_Service,92901,86052,6849,5.5,24.7,61.47,6598,61.72,90.61,33.61,46397,60.42,92.4,58.86,70.88,59.79,30.91,89.53,2.9,0.181,96.47,15009,66.31,82.45,12352672.31,8793976.37,23.22,26.34,78.07,53.23,55.99,94.97,82.87,345748.12,65.87,166.31,68.9,9.55,69.59,61.59,63.98,High,Transport_Focused,Improve_Transport_Service
88,Beijing,Chengdu,Eco_Tourism_Zone,Autumn,Snowy,Coastal_Leisure_Event,Shared_Bicycle,40087,35805,4282,6.3,61.03,68.91,10067,30.91,58.35,82.67,8879,24.57,48.79,68.74,65.45,74.77,58.65,78.86,3.74,0.306,89.92,46476,75.52,105.49,9922663.86,1833237.04,89.44,18.82,88.68,75.94,71.92,43.13,88.2,10340094.69,93.46,115.51,68.72,45.21,58.13,54.76,58.42,Moderate,Promotion_Focused,Increase_Promotion_Investment
89,Jiangsu,Kunming,Mountain_Scenic_Area,National_Day_Golden_Week,Snowy,Mountain_Adventure_Event,High_Speed_Rail,74524,67355,7169,2.16,10.69,90.65,715,62.17,37.09,43.86,4144,46.89,29.92,52.45,84.21,57.22,68.51,67.29,4,0.589,37.82,48072,41.65,56.05,11186607.66,6605682.83,47.02,2.76,98.87,66.45,99.02,93.41,57.02,11770815.72,44.73,154.15,27.59,27.34,57.31,56.62,47.8,Moderate,Balanced_Allocation,Balanced_Public_Management
90,Shandong,Sanya,Mountain_Scenic_Area,Labour_Day_Holiday,Snowy,Food_Tourism_Festival,Private_Car,41247,32533,8714,5.61,9.07,71.87,9306,91.76,75.88,55.17,20114,92.33,71.64,90.35,87.2,64.13,20.32,90.64,3.61,0.259,89.3,18664,79.55,90.43,3980163.62,4616860.58,31.63,17.12,28.92,51.39,65.41,25.31,29.39,7511903.25,90.05,66.07,28.95,50.92,36.87,50.88,60.67,Moderate,Public_Facility_Focused,Balanced_Public_Management
91,Yunnan,Guilin,Coastal_Tourism_Zone,Chinese_New_Year,Rainy,Business_Expo,Metro_Service,83868,73127,10741,3.98,54.14,40.1,3728,49.61,77.52,70.96,20113,46.4,57.86,50.78,93.8,32.52,38.31,49.23,2.95,0.283,75.35,42183,62.04,81.46,14458615.46,3291118.38,51.61,8.82,92.47,58.51,30.43,62.84,77.33,3846631.69,78.29,20.94,80.43,81.13,59.31,55.87,61.76,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
92,Fujian,Shanghai,Mountain_Scenic_Area,Labour_Day_Holiday,Clear,Cultural_Heritage_Exhibition,Shared_Bicycle,10369,8779,1590,7.4,50.16,86.4,8710,55.83,63.33,26.86,52860,30.29,97.96,81.43,53.88,23.65,47.36,40.56,2.98,0.932,89.05,15645,76.72,47.25,3933480.44,5669756.52,49.74,20.38,87.58,80.79,87.55,51.74,46.13,4271546.43,66.39,119.21,6.07,92.15,45.52,60.85,64.57,High,Risk_Control_Allocation,Control_Crowd_Risk
93,Yunnan,Chengdu,Eco_Tourism_Zone,Autumn,Pleasant,Lantern_Festival,Ferry_Service,83312,65352,17960,5.31,16.84,93.62,491,69.28,35.94,40.55,52069,68.24,73.51,54.76,38.77,23.74,20.62,78.77,2.67,0.682,52.86,41821,34.66,97.05,11729225.59,1229790.9,62.09,34.01,27.72,57.78,60.78,27.64,37.73,2020930.16,62.37,13.58,72.01,82.13,59.91,63.23,73.71,High,Transport_Focused,Improve_Transport_Service
94,Fujian,Guilin,Historical_Cultural_City,Dragon_Boat_Festival,Pleasant,Mountain_Adventure_Event,Shared_Bicycle,10579,9679,900,4.79,61.7,86.73,11107,99.92,85.96,94.49,43723,93.56,30.02,42.14,22.64,70.78,83.63,36.96,2.27,0.798,12.79,29438,95.34,71.66,11168864.39,1004792.51,36.17,9.71,86.04,53.31,88.85,53.63,25.38,7695353.61,77.71,5.21,54.94,16.24,41.78,49.14,43.86,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
95,Hainan,Chongqing,Historical_Cultural_City,Winter,Cold,Cultural_Heritage_Exhibition,Metro_Service,33714,28723,4991,5.05,57.81,47.17,8310,93.79,91.8,50.7,24218,99.88,25.21,53.65,67.71,62.33,40.01,78.97,4.87,0.42,59.63,40076,76.23,70.57,8011090.82,4161176.45,30.34,22.14,32.53,99.96,41.97,96.66,62.39,2593334.24,34.56,56.81,60.43,54.96,46.69,46.27,45.75,Moderate,Infrastructure_Focused,Increase_Public_Facilities
96,Henan,Chongqing,Pilgrimage_Tourism_Area,Dragon_Boat_Festival,Snowy,Business_Expo,Tourist_Bus,33448,25614,7834,6.82,21.85,65.79,11785,52.8,94.13,75.28,17269,53.95,87,43.31,25.14,73.27,86.81,81.52,4.38,0.592,29.85,4976,34.02,67.81,769550.49,6117273.52,82.69,6.94,42.49,29.3,60.86,33.54,78.04,953394.29,65.42,61.2,6.96,48.93,42.24,40.79,47.96,Low,Transport_Focused,Improve_Transport_Service
97,Shanghai,Xiamen,Mountain_Scenic_Area,Dragon_Boat_Festival,Snowy,Lantern_Festival,Shared_Bicycle,52557,41691,10866,1.08,47.01,54.17,8536,98.67,41.11,55.13,36676,96.92,79.89,70.37,20.52,69.73,32.84,40.97,4.06,0.642,50.24,35242,30.54,116.98,3650186.65,254611.09,24.57,34.69,50.34,87.74,51.16,50.94,24.81,5125193.12,80.75,58.08,56.65,40.16,29.24,49.3,60.33,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
98,Beijing,Chongqing,Coastal_Tourism_Zone,Labour_Day_Holiday,Cloudy,Lantern_Festival,Ferry_Service,68564,53103,15461,7.02,32.43,73.28,11370,79.7,69.92,66.61,49878,33.1,87.14,48.06,47.98,61.15,67.43,30.29,2.7,0.744,98.7,43753,72.09,45.14,8478682.85,4796177.32,26.46,31.76,68.55,47.09,55.79,85.17,58.64,10273032.07,44.03,144.14,29.84,36.48,52.43,69.32,56.29,High,Risk_Control_Allocation,Control_Crowd_Risk
99,Tibet,Beijing,Ethnic_Cultural_Tourism_Area,Autumn,Snowy,Business_Expo,Private_Car,14367,11421,2946,1.2,39.96,88.58,2495,28.52,77.61,85.16,24497,26.51,55.75,33.81,33.43,28.92,57.91,55.41,4.07,0.833,94.05,34055,54.79,53.49,13457794.16,7008455.13,49.92,28.68,93.25,86.16,27.66,28.69,32.47,8714495.93,77.74,90.1,24.9,37.1,74.82,58.25,44.49,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
100,Jiangsu,Chengdu,Eco_Tourism_Zone,Dragon_Boat_Festival,Cloudy,Coastal_Leisure_Event,Tourist_Bus,108803,83251,25552,5.08,53.09,60.61,6127,98.77,30.84,41.06,1013,29.58,57.08,47.89,37.54,89.49,44.67,60.47,4.17,0.318,47.4,31527,43.94,100.02,10519404.47,7439195.58,22.83,13.59,92.71,90.04,59.72,82.67,38,1584595.89,42.37,43.36,12.9,39.61,56.35,60.06,48.3,High,Infrastructure_Focused,Increase_Public_Facilities
101,Guangdong,Guangzhou,Coastal_Tourism_Zone,Chinese_New_Year,Rainy,Temple_Fair,Airport_Shuttle,96894,78394,18500,4.52,43.95,72.91,9878,76.19,66.99,57.01,15949,96.8,17.94,65.78,72.42,86.96,75.34,68.71,4.04,0.467,74.87,32369,92.29,96.02,6991883.83,7498692.38,74.3,9.09,72.02,31.13,54.88,80.89,91.37,7671361.54,56.81,120.82,19.4,64.19,59.36,70.48,49.53,High,Balanced_Allocation,Balanced_Public_Management
102,Henan,Zhangjiajie,Urban_Commercial_Tourism_Hub,Summer,Pleasant,Mountain_Adventure_Event,Metro_Service,19334,17140,2194,3.59,13.36,35.65,11792,71.21,28.61,53.26,7919,98.12,15.83,58.74,61.22,67.27,51.75,34.35,3.32,0.783,32.5,14943,56.04,66.02,9376003.25,1498414,67.84,32.86,69.57,73.65,87.22,83.64,86.5,3055214.2,37.35,101.88,87.8,73.28,56.14,37.22,49.3,Low,Risk_Control_Allocation,Control_Crowd_Risk
103,Hainan,Xi_an,Rural_Tourism_Village,Labour_Day_Holiday,Cloudy,Business_Expo,Metro_Service,56233,53434,2799,1.9,42.55,57.45,10756,97.36,85.24,81.44,12265,21.09,55.97,34.53,98.84,40.85,76.11,39.1,2.45,0.622,19.09,31127,39.42,86.37,3584069.42,8408212.23,78.92,3.58,76.93,54.94,78.47,50.98,74.9,6041627.2,84.42,72.03,65.74,40.68,52.88,46,51.16,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
104,Guangdong,Zhangjiajie,Ethnic_Cultural_Tourism_Area,Dragon_Boat_Festival,Pleasant,Food_Tourism_Festival,Tourist_Bus,88228,67982,20246,1.87,18.57,74.74,1765,60.69,91.25,50.95,52821,58.47,44.79,84.69,67.45,64.15,51.03,88.58,3.82,0.826,6.02,34545,82.8,98.3,11786402,2419601.29,30.63,27.93,35.77,26.7,85.31,69.5,23.36,11887929.43,50.58,47.55,48.77,24.35,53.05,61.11,59.38,High,Public_Facility_Focused,Balanced_Public_Management
105,Beijing,Shenzhen,Eco_Tourism_Zone,National_Day_Golden_Week,Snowy,Coastal_Leisure_Event,Airport_Shuttle,31289,24779,6510,6.2,33.41,98.39,3432,35.07,72.45,89.86,13827,64.96,83.14,26.08,82.27,76.61,35.37,83.16,4.76,0.449,91.48,41268,77.76,88.87,14142527.74,731100.61,65.44,34.37,45.18,43.75,51.98,57.86,94.22,5292608.06,81.16,155.42,14.52,37.89,65.14,58.7,49.61,Moderate,Transport_Focused,Improve_Transport_Service
